start_time,end_time,category,selected_image,jitter_var,correct,target,distractor
1156.78,1157.747,5,0,"[(0.87, 10), (1.0, -5), (0.99, -10), (0.96, 10)]",True,img3,img10
1158.7,1160.722,4,2,"[(1.14, -5), (1.04, -10), (1.19, -10), (1.04, 0)]",True,img6,img4
1161.657,1162.627,2,2,"[(0.88, 0), (0.89, 5), (1.03, 0), (0.96, 10)]",True,img3,img1
1163.195,1165.231,5,0,"[(1.17, 5), (1.19, 0), (0.89, 10), (0.93, -10)]",False,img4,img2
1166.799,1168.116,4,3,"[(0.81, 0), (1.13, 10), (1.19, 5), (0.84, 0)]",True,img7,img3
1168.718,1170.013,4,2,"[(1.01, -5), (1.16, -5), (0.91, -5), (1.06, 0)]",True,img8,img6
1170.707,1171.557,5,2,"[(0.92, 10), (0.85, -10), (1.15, 10), (1.18, -10)]",True,img3,img1
1172.167,1173.685,5,1,"[(1.05, 5), (0.94, 10), (1.19, -10), (1.07, 5)]",True,img8,img7
1176.757,1178.207,1,0,"[(0.92, 0), (1.0, 0), (0.82, -10), (1.03, 5)]",False,img5,img6
1179.791,1180.981,5,1,"[(0.84, 0), (1.1, 0), (1.01, -10), (0.88, 0)]",False,img9,img4
1182.944,1183.948,5,1,"[(0.86, 5), (1.07, 10), (1.01, 0), (1.14, 5)]",True,img10,img5
1184.855,1187.148,4,0,"[(0.93, 10), (1.05, -5), (0.81, 0), (0.8, -5)]",True,img4,img5
1188.112,1189.523,4,0,"[(0.9, 5), (0.91, 0), (0.82, -10), (1.19, 5)]",True,img2,img5
1190.378,1192.745,2,0,"[(0.81, -5), (0.97, -10), (0.92, 0), (0.95, 5)]",True,img2,img10
1194.244,1195.266,2,1,"[(0.93, -5), (1.18, -5), (0.93, -10), (1.07, -5)]",False,img3,img6
1196.849,1198.183,1,0,"[(1.11, -10), (1.06, 5), (1.08, -10), (0.82, -5)]",True,img8,img7
1198.854,1200.393,2,0,"[(1.12, -10), (0.88, -5), (0.97, -5), (1.11, 10)]",True,img5,img1
1205.008,1206.564,4,2,"[(1.06, 5), (1.06, 5), (1.13, 5), (1.12, 5)]",True,img10,img2
1207.125,1208.658,4,2,"[(1.01, 0), (1.09, 5), (0.85, 10), (1.05, -5)]",False,img1,img7
1210.235,1211.682,4,0,"[(0.82, -10), (0.97, 5), (0.92, 5), (0.99, 0)]",True,img5,img6
1212.251,1212.291,4,0,"[(1.16, 0), (0.88, -10), (1.0, -5), (1.01, 5)]",False,img3,img5
1213.84,1215.12,1,1,"[(1.17, 0), (1.16, 5), (0.81, 0), (1.15, 0)]",True,img1,img4
1215.698,1217.396,2,1,"[(1.06, 10), (1.04, -5), (1.17, -10), (1.0, -10)]",True,img9,img7
1223.41,1224.785,1,1,"[(1.18, -5), (1.01, 10), (1.16, -5), (1.07, -5)]",True,img4,img10
1225.745,1228.272,2,1,"[(0.86, 0), (0.88, -5), (1.05, -10), (1.12, 10)]",False,img4,img8
1229.837,1231.021,5,2,"[(1.04, 10), (1.02, 5), (1.04, 0), (1.07, 0)]",True,img6,img2
1231.572,1233.238,4,2,"[(1.0, -10), (0.94, 5), (1.2, 10), (0.93, 0)]",True,img6,img8
1234.154,1235.951,4,0,"[(1.08, 0), (1.16, 5), (1.17, 10), (0.96, -10)]",False,img2,img8
1237.529,1239.182,1,3,"[(1.06, 10), (0.8, -10), (1.19, 0), (0.98, 0)]",True,img8,img4
1240.311,1243.103,1,3,"[(1.18, 5), (0.84, -10), (0.98, 5), (0.93, -5)]",False,img6,img9
1244.693,1247.114,4,1,"[(1.0, 10), (0.9, -10), (0.83, -10), (0.94, 5)]",True,img10,img4
1249.015,1250.79,5,3,"[(0.88, 10), (1.04, 5), (0.87, 10), (0.8, 10)]",True,img9,img3
1251.465,1253.76,2,0,"[(0.88, 0), (0.98, 5), (0.85, -5), (1.01, 10)]",True,img6,img8
1254.618,1256.189,4,0,"[(0.85, 10), (1.13, -10), (1.11, 10), (1.1, 10)]",False,img6,img5
1258.197,1259.976,1,1,"[(1.15, 10), (0.95, -10), (1.11, -5), (0.95, 5)]",True,img2,img4
1261.442,1262.795,5,2,"[(0.89, -5), (1.06, 10), (1.0, 0), (0.97, -5)]",True,img6,img1
1263.353,1264.664,5,1,"[(1.04, 10), (0.9, -5), (0.83, 0), (1.02, -10)]",True,img3,img7
1265.232,1267.318,5,0,"[(0.85, 10), (1.15, 5), (1.0, 10), (1.01, -5)]",False,img6,img5
1273.489,1274.898,1,0,"[(0.92, -10), (0.81, -5), (1.14, 5), (0.88, 10)]",True,img1,img5
1276.562,1276.586,2,0,"[(1.17, 5), (0.89, -5), (1.19, -5), (0.88, 0)]",False,img4,img9
1278.161,1280.302,5,2,"[(1.19, 10), (1.05, -5), (0.89, -10), (0.99, 0)]",True,img10,img1
1281.26,1283.964,5,1,"[(0.91, 10), (1.13, -10), (0.88, 0), (1.11, -5)]",True,img8,img5
1284.71,1286.486,1,1,"[(1.06, 0), (1.02, 0), (1.17, -5), (0.91, -5)]",True,img6,img10
1287.08,1289.038,1,2,"[(0.86, -5), (1.0, 0), (0.88, -5), (0.92, 0)]",False,img9,img3
1290.61,1291.222,1,2,"[(0.82, 10), (0.87, 5), (0.95, -5), (0.94, -5)]",False,img2,img10
1292.809,1294.822,1,3,"[(1.17, 5), (1.19, 10), (1.19, 10), (0.94, 0)]",True,img10,img5
1296.06,1297.146,5,3,"[(0.99, 0), (0.99, 0), (0.83, -5), (1.04, 5)]",True,img2,img9
1297.755,1299.145,1,2,"[(0.86, 10), (0.87, -10), (1.18, -5), (1.17, -10)]",False,img6,img7
1300.701,1301.991,4,0,"[(0.91, 10), (0.82, 5), (0.97, 5), (1.05, -10)]",True,img2,img4
1303.07,1305.0,2,0,"[(0.93, 10), (1.15, 5), (1.15, 0), (0.88, -5)]",True,img2,img5
1306.006,1307.598,1,1,"[(1.13, 5), (0.94, 5), (0.87, 10), (0.97, -5)]",True,img7,img2
1308.196,1309.281,5,0,"[(0.92, 5), (1.18, -5), (0.85, -5), (0.92, 10)]",True,img6,img3
1310.384,1312.066,5,3,"[(1.04, 10), (0.88, 0), (1.02, 5), (0.83, 0)]",True,img1,img3
1312.678,1314.71,1,1,"[(0.8, 0), (1.02, 5), (1.18, -10), (1.04, 0)]",False,img2,img6
1449.832,1451.014,1,0,"[(1.05, -5), (1.07, 10), (0.88, -10), (0.99, -5)]",True,img9,img4
1455.656,1457.015,1,1,"[(1.13, 5), (1.01, 5), (1.02, -10), (0.95, 0)]",False,img9,img8
1458.583,1459.833,2,2,"[(0.98, -10), (0.98, 5), (1.19, -10), (1.13, 5)]",True,img1,img6
1461.084,1462.277,1,0,"[(0.95, 5), (0.97, 10), (1.0, -5), (0.87, -10)]",False,img3,img10
1463.841,1465.151,1,0,"[(0.83, -10), (0.88, 5), (0.99, -10), (0.98, -10)]",True,img8,img2
1465.8,1468.169,4,3,"[(0.94, 0), (0.98, -5), (1.14, 10), (1.15, 0)]",True,img1,img5
1468.824,1468.845,5,3,"[(0.87, -5), (1.04, 10), (0.82, 10), (1.19, 0)]",False,img4,img1
1470.432,1472.641,2,1,"[(1.04, -5), (1.0, 5), (0.99, -10), (1.1, -10)]",False,img9,img6
1474.237,1474.731,2,1,"[(1.09, 10), (1.12, 0), (0.82, -5), (1.16, 10)]",False,img2,img3
1476.318,1478.158,2,0,"[(0.87, -5), (0.93, 5), (1.17, 10), (1.16, -10)]",False,img5,img8
1479.727,1481.422,5,1,"[(0.82, -5), (1.11, -5), (1.17, -10), (1.18, 10)]",True,img8,img2
1482.213,1483.923,5,2,"[(1.17, 0), (1.1, 10), (1.06, -10), (1.15, -10)]",True,img10,img2
1484.678,1486.186,1,0,"[(1.08, 5), (0.91, -10), (1.16, 5), (0.88, 10)]",True,img8,img1
1487.174,1488.19,5,2,"[(1.11, -5), (0.88, -10), (1.07, -5), (1.09, -5)]",True,img7,img5
1488.759,1490.95,4,0,"[(0.81, 5), (1.06, 10), (1.11, 0), (1.13, 10)]",False,img9,img5
1496.111,1497.809,2,2,"[(1.19, -10), (1.2, -10), (0.89, 0), (0.92, 5)]",True,img7,img9
1498.926,1500.444,2,1,"[(1.17, -5), (0.98, -5), (1.1, 5), (0.98, 10)]",True,img10,img4
1501.593,1503.619,4,2,"[(0.87, 10), (0.99, 0), (0.96, -10), (1.04, -10)]",False,img1,img10
1505.198,1506.419,1,0,"[(0.89, 10), (0.99, 5), (1.09, -5), (0.86, -5)]",True,img6,img4
1507.323,1508.965,5,1,"[(0.97, -5), (1.16, -5), (0.86, 0), (0.85, 10)]",True,img1,img10
1509.903,1511.087,5,1,"[(0.96, 5), (0.8, -5), (1.07, 0), (0.95, 5)]",True,img9,img1
1512.346,1514.07,4,0,"[(0.82, 0), (1.14, 0), (1.1, 10), (0.89, 10)]",True,img9,img10
1517.131,1518.773,4,1,"[(1.2, 10), (0.81, -10), (0.9, -5), (0.97, -10)]",False,img7,img2
1520.345,1522.664,2,2,"[(0.89, 10), (1.06, 10), (1.19, -5), (1.15, 10)]",True,img6,img3
1523.297,1525.379,5,3,"[(0.96, -10), (0.97, 5), (1.19, -5), (1.11, 5)]",True,img5,img9
1526.061,1527.27,1,0,"[(0.84, 0), (0.91, -10), (1.09, 5), (0.93, 10)]",False,img7,img3
1529.324,1530.315,4,3,"[(1.18, 5), (1.14, 0), (1.11, 10), (1.15, 10)]",False,img8,img5
1531.984,1533.298,5,1,"[(0.98, 10), (0.87, 5), (1.06, -5), (0.89, 10)]",True,img10,img8
1536.697,1538.875,2,1,"[(1.01, 0), (1.04, -5), (1.02, -5), (1.16, 10)]",False,img2,img4
1540.784,1542.44,2,1,"[(1.2, 5), (1.03, -5), (1.1, 0), (0.9, -5)]",False,img3,img9
1544.006,1545.609,2,3,"[(0.86, 0), (0.95, 10), (1.11, -5), (1.06, 0)]",True,img10,img9
1546.324,1547.566,1,1,"[(1.0, 0), (0.98, -10), (0.96, -5), (1.07, 0)]",True,img3,img4
1548.481,1549.793,4,1,"[(0.96, 0), (1.05, 0), (0.9, 0), (0.83, 0)]",True,img9,img3
1550.411,1551.861,2,2,"[(1.03, 5), (1.15, 0), (1.18, -10), (1.13, 0)]",True,img3,img4
1552.417,1553.992,2,2,"[(1.07, 5), (1.08, 0), (1.09, 10), (0.99, -5)]",True,img8,img1
1554.579,1555.579,5,3,"[(0.87, 0), (1.0, 0), (1.18, 5), (1.0, -5)]",True,img2,img10
1556.147,1557.182,1,0,"[(0.99, -10), (1.03, -5), (1.06, -10), (1.13, 0)]",True,img1,img6
1557.748,1558.806,1,1,"[(1.09, 0), (0.84, 10), (0.94, 10), (0.89, 10)]",True,img1,img2
1559.796,1560.869,2,0,"[(1.04, 0), (0.83, 5), (1.14, 10), (0.84, 10)]",True,img5,img2
1561.818,1563.735,5,2,"[(0.83, -5), (0.97, 0), (0.86, -10), (1.1, 10)]",True,img9,img5
1564.709,1566.147,1,3,"[(0.94, 0), (0.96, 5), (1.02, -5), (0.82, -10)]",False,img10,img1
1567.727,1567.747,4,1,"[(1.14, 10), (1.16, 0), (0.87, -10), (0.9, 5)]",False,img5,img10
1569.331,1571.464,4,0,"[(0.88, 10), (0.97, 5), (0.83, -10), (1.13, 10)]",True,img2,img10
1572.406,1573.713,1,0,"[(1.07, 5), (0.95, 5), (1.12, -10), (1.15, 0)]",True,img8,img3
1576.631,1578.238,4,3,"[(1.13, 5), (0.85, -10), (1.13, 0), (1.06, 0)]",True,img5,img3
1578.789,1581.073,1,3,"[(0.98, 10), (0.84, 0), (1.19, 5), (0.86, 10)]",True,img2,img9
1581.768,1583.856,2,0,"[(0.81, 5), (1.17, -10), (1.0, -5), (1.18, 10)]",True,img3,img7
1584.787,1585.746,1,2,"[(1.16, -5), (0.97, 10), (1.19, -10), (1.07, 5)]",True,img1,img5
1588.718,1590.623,1,2,"[(0.82, -5), (0.94, 0), (0.83, 5), (0.96, -10)]",True,img4,img2
1591.293,1592.812,5,3,"[(1.01, 5), (1.05, -10), (0.81, 0), (1.1, -10)]",True,img9,img6
1593.387,1595.526,4,1,"[(1.11, 5), (1.02, 0), (1.17, 0), (1.14, -5)]",False,img7,img8
1597.074,1598.991,4,3,"[(0.96, -5), (0.83, -5), (1.07, 5), (1.02, 5)]",True,img5,img9
1601.993,1604.193,5,0,"[(0.87, -5), (1.11, -5), (0.91, 5), (1.03, 10)]",False,img1,img8
1605.76,1607.785,1,1,"[(1.06, -10), (1.08, 5), (1.03, 10), (1.05, -10)]",False,img3,img5
1609.584,1610.243,2,3,"[(0.89, 0), (0.9, -5), (0.97, -5), (1.07, 0)]",True,img9,img3
1610.803,1612.6,4,0,"[(0.99, 10), (0.82, 5), (0.96, 0), (1.19, 10)]",True,img9,img2
1613.585,1615.573,2,3,"[(1.01, 10), (0.89, -10), (0.94, -10), (1.04, 0)]",True,img6,img3
1616.419,1617.783,1,1,"[(0.8, 0), (0.89, 10), (1.15, 5), (0.83, 5)]",True,img4,img5
1618.878,1621.256,1,1,"[(0.83, 5), (1.16, -5), (0.97, -10), (1.04, -10)]",False,img2,img1
1625.645,1627.094,1,1,"[(1.0, 10), (0.91, 10), (1.16, 10), (1.06, 0)]",False,img8,img3
1628.674,1628.949,2,3,"[(0.98, 5), (1.03, 0), (1.07, -5), (1.08, -10)]",True,img2,img7
1634.083,1635.917,5,3,"[(1.1, 0), (0.86, 0), (1.11, 10), (1.07, 0)]",True,img3,img2
1637.521,1638.772,5,0,"[(0.95, 10), (1.0, 0), (1.06, -10), (0.93, -10)]",True,img3,img4
1644.206,1646.366,4,0,"[(0.89, 0), (0.96, 5), (0.86, -5), (1.07, 5)]",True,img3,img4
1647.291,1649.783,2,0,"[(1.01, -5), (0.81, 5), (1.01, 10), (1.05, -10)]",False,img8,img4
1654.173,1654.946,2,3,"[(0.95, -10), (0.93, 10), (1.11, -5), (0.91, -10)]",False,img6,img10
1656.536,1656.807,2,3,"[(0.99, -5), (1.01, 10), (1.08, 10), (1.19, 5)]",False,img2,img1
1658.385,1659.885,4,3,"[(1.18, 0), (1.06, -5), (0.84, 5), (0.95, 5)]",True,img3,img10
1660.636,1663.183,1,0,"[(0.89, -5), (1.04, 5), (0.95, 10), (1.07, 10)]",True,img3,img6
1664.117,1665.677,4,1,"[(0.96, -10), (0.85, 10), (0.82, 5), (1.0, 10)]",True,img5,img1
1666.603,1667.619,1,0,"[(0.84, -10), (0.88, 5), (0.82, 5), (1.13, 0)]",False,img10,img9
1669.193,1671.704,2,1,"[(1.15, -10), (1.09, 5), (1.2, -10), (0.97, 0)]",False,img9,img7
1673.272,1674.528,4,2,"[(1.04, 0), (0.82, 0), (1.04, 0), (1.17, -5)]",True,img8,img4
1675.365,1676.599,5,1,"[(0.84, -5), (0.82, 0), (0.81, -5), (1.04, -10)]",True,img6,img9
1677.195,1678.422,5,1,"[(1.07, 0), (0.84, 0), (0.98, 5), (1.0, -5)]",True,img9,img10
1679.637,1681.039,4,1,"[(1.03, -5), (0.81, -10), (1.06, -5), (0.88, 5)]",False,img10,img8
1682.615,1684.807,4,0,"[(1.11, 0), (1.03, 5), (1.16, 0), (0.94, 10)]",False,img6,img1
1686.48,1688.151,4,2,"[(1.12, -5), (1.11, 0), (1.09, 0), (1.03, -5)]",False,img1,img4
1689.724,1691.332,5,3,"[(0.88, 0), (0.97, 0), (0.91, 5), (1.14, -10)]",True,img4,img10
1696.194,1697.391,1,2,"[(0.96, 0), (0.98, -5), (1.1, 5), (0.88, 0)]",True,img4,img10
1698.452,1699.433,1,2,"[(0.82, 0), (1.01, 5), (1.19, -5), (1.02, -10)]",False,img10,img7
1701.561,1702.353,2,2,"[(1.19, -10), (0.89, 10), (1.0, 0), (0.92, 0)]",True,img7,img10
1702.957,1704.309,5,3,"[(1.18, -10), (1.12, 5), (0.87, 0), (0.88, 10)]",True,img4,img1
1705.403,1707.784,1,3,"[(1.03, -10), (0.98, 5), (1.07, -5), (0.99, -10)]",False,img5,img10
1709.752,1711.141,1,0,"[(0.91, 0), (0.82, 0), (0.88, 5), (0.86, -5)]",False,img3,img2
1712.694,1714.717,1,2,"[(1.01, 5), (0.86, -10), (0.97, -5), (1.11, 5)]",False,img2,img3
1716.301,1717.471,2,3,"[(1.04, -5), (1.02, -5), (1.16, 0), (1.01, 10)]",True,img1,img7
1718.778,1720.655,4,3,"[(0.85, 0), (1.03, 5), (1.17, -5), (1.04, 0)]",True,img10,img1
1721.212,1723.121,4,2,"[(0.92, 10), (0.91, 0), (1.01, 0), (0.86, 5)]",True,img7,img9
1723.725,1725.005,1,0,"[(1.08, 0), (1.05, 0), (1.12, -10), (0.83, 5)]",True,img6,img5
1726.035,1727.277,2,1,"[(1.16, -5), (1.13, -10), (0.85, -10), (0.83, -5)]",True,img1,img10
1728.331,1729.021,5,3,"[(0.84, 0), (1.16, -5), (0.94, -10), (0.96, -5)]",True,img3,img1
1729.589,1730.994,2,3,"[(0.81, -10), (0.94, 10), (0.85, -10), (0.95, 0)]",True,img5,img7
1732.046,1734.661,1,1,"[(1.15, -10), (0.87, 5), (1.1, -5), (0.9, -10)]",True,img4,img7
1735.395,1736.696,4,1,"[(0.86, -10), (1.0, -5), (0.98, 5), (0.9, -10)]",False,img10,img7
1738.253,1739.449,2,3,"[(1.13, -10), (0.82, -10), (0.9, 10), (1.14, 10)]",False,img9,img6
1740.999,1742.342,4,0,"[(1.17, -5), (0.91, -10), (0.92, -5), (1.05, -5)]",True,img9,img6
1742.911,1744.146,5,1,"[(1.0, -5), (1.04, -10), (0.87, -10), (1.1, 10)]",True,img5,img10
1745.412,1747.172,5,2,"[(0.99, 10), (0.83, -10), (1.17, 0), (0.98, -5)]",True,img10,img4
1751.071,1752.809,4,0,"[(0.94, 10), (1.15, -5), (1.1, 5), (1.14, -10)]",False,img6,img3
1754.384,1756.058,4,3,"[(0.94, 5), (0.88, 0), (1.2, -5), (0.86, -5)]",True,img8,img6
1756.62,1758.045,1,2,"[(1.01, 0), (1.09, 10), (0.81, -5), (0.84, 5)]",False,img10,img4
1759.608,1761.363,5,0,"[(0.83, -5), (0.82, 10), (1.11, 5), (0.97, 5)]",True,img10,img7
1762.179,1762.925,5,3,"[(1.08, 5), (0.85, 5), (0.98, 10), (1.02, 0)]",True,img7,img2
1763.905,1763.934,1,3,"[(1.05, -10), (0.85, -5), (1.13, -5), (1.19, 5)]",False,img1,img2
1765.501,1767.107,4,0,"[(0.92, -5), (0.94, -5), (1.14, 0), (0.93, -5)]",False,img2,img3
1769.536,1771.171,2,2,"[(0.93, -10), (1.13, -10), (1.12, 10), (1.02, 10)]",True,img7,img1
1771.92,1773.949,2,0,"[(1.1, 0), (0.87, 10), (0.81, 0), (1.11, -5)]",True,img5,img9
1774.912,1775.96,4,0,"[(0.94, 0), (1.05, 0), (0.82, 0), (0.81, -5)]",True,img4,img9
1776.953,1777.386,5,3,"[(0.93, 10), (0.84, -10), (1.12, 0), (1.09, -5)]",True,img8,img3
1778.991,1780.648,5,3,"[(1.18, 10), (0.83, 5), (0.89, -5), (0.95, 0)]",True,img9,img5
1781.219,1783.34,2,0,"[(0.86, -10), (0.88, 10), (1.14, -5), (1.0, -5)]",False,img6,img2
1784.918,1785.98,2,2,"[(0.92, 10), (0.92, -10), (1.0, 0), (0.9, -10)]",True,img10,img2
1786.763,1787.698,4,1,"[(0.9, -10), (1.0, -10), (1.01, 10), (0.96, 10)]",True,img8,img2
1789.154,1790.749,4,3,"[(0.8, 0), (0.89, 0), (0.84, 5), (1.19, -5)]",True,img3,img7
1791.601,1793.337,5,0,"[(0.9, 10), (1.03, 5), (0.97, -5), (0.97, -5)]",True,img10,img8
1794.603,1796.561,5,0,"[(0.8, -5), (0.83, -5), (1.06, -5), (1.14, 5)]",True,img10,img9
1799.632,1800.92,2,2,"[(1.03, -10), (1.14, 0), (1.11, 5), (0.91, -5)]",True,img10,img9
1801.487,1803.31,2,2,"[(0.88, 0), (0.83, -10), (1.1, 5), (0.9, -10)]",True,img9,img2
1803.872,1804.8,5,1,"[(1.17, -5), (1.2, 5), (1.05, 0), (0.83, 0)]",True,img3,img8
1805.638,1806.858,5,1,"[(1.07, 0), (1.08, 0), (1.05, -10), (1.15, 5)]",False,img2,img4
1808.43,1810.948,4,1,"[(1.12, -10), (0.94, -5), (1.12, 10), (0.82, 0)]",True,img1,img8
1811.589,1812.835,2,1,"[(1.07, -5), (0.95, 0), (0.91, -5), (0.97, -5)]",True,img4,img10
1813.815,1816.06,4,1,"[(1.14, 10), (1.19, 10), (0.81, -10), (1.19, -5)]",False,img6,img8
1817.623,1818.948,5,0,"[(0.84, 0), (1.15, -10), (1.09, -5), (1.11, -5)]",True,img5,img9
1819.908,1821.636,2,1,"[(1.01, 5), (1.01, 10), (0.86, 5), (0.9, -10)]",False,img5,img1
1823.21,1824.036,4,3,"[(0.82, -10), (1.18, -10), (1.18, -10), (0.94, 0)]",False,img6,img9
1825.594,1827.349,4,0,"[(1.06, -5), (0.82, -5), (1.0, -10), (0.89, -10)]",True,img5,img4
1828.729,1830.75,1,1,"[(1.02, -5), (0.97, 10), (0.99, 10), (0.94, -10)]",True,img9,img8
1834.074,1834.55,1,1,"[(0.84, 5), (1.18, 5), (1.08, 5), (1.04, 10)]",True,img3,img7
1835.523,1837.764,1,2,"[(0.88, 5), (1.05, -10), (0.95, 10), (0.96, -5)]",True,img5,img1
1838.48,1839.98,5,3,"[(1.17, 0), (0.88, 10), (0.86, 0), (0.84, 5)]",True,img10,img1
1840.776,1842.433,5,2,"[(1.13, 5), (1.17, 10), (0.84, -10), (1.03, 5)]",False,img2,img5
1843.992,1845.957,4,1,"[(1.2, 10), (0.8, 0), (0.81, 5), (0.89, 10)]",True,img8,img10
1846.918,1849.115,2,1,"[(1.04, 10), (1.19, 0), (0.92, 0), (0.87, -5)]",True,img10,img5
1850.318,1852.624,2,3,"[(0.82, -5), (0.86, -10), (0.89, 0), (1.06, 0)]",False,img7,img9
1854.193,1855.584,1,0,"[(0.98, 5), (0.89, -5), (0.9, 5), (0.92, 10)]",False,img6,img3
1857.149,1858.626,1,3,"[(0.8, 10), (0.98, 10), (1.0, -10), (0.98, 5)]",True,img8,img4
1859.595,1860.838,5,3,"[(1.19, 0), (1.02, 10), (0.96, 10), (0.85, -5)]",True,img4,img8
1861.782,1863.184,2,0,"[(1.08, -10), (1.04, 0), (1.14, 10), (1.16, 0)]",True,img5,img4
1864.451,1865.443,5,0,"[(1.08, -5), (0.87, -10), (1.13, 10), (0.86, 5)]",True,img6,img5
1866.452,1868.211,5,0,"[(0.85, -5), (0.82, -5), (1.19, 5), (1.03, 0)]",True,img1,img3
1869.094,1870.889,4,1,"[(1.1, 0), (0.98, 0), (0.93, 10), (1.13, 10)]",True,img4,img5
1871.824,1873.73,4,3,"[(0.98, -5), (0.95, 10), (1.16, -10), (1.04, 0)]",False,img9,img1
1875.297,1876.957,1,0,"[(0.9, 5), (0.82, 0), (1.09, -10), (1.05, -10)]",False,img6,img7
1878.551,1880.598,2,3,"[(0.8, 10), (0.82, 10), (0.93, -10), (0.99, 10)]",True,img4,img9
1881.184,1882.81,5,0,"[(1.01, -10), (1.18, 0), (1.05, -10), (1.15, -10)]",False,img8,img1
1884.383,1886.119,4,2,"[(1.06, 10), (0.95, -5), (1.18, 5), (1.03, -10)]",True,img5,img7
1886.69,1888.158,1,3,"[(0.97, 10), (1.14, 10), (0.96, 0), (1.08, -10)]",False,img7,img8
1890.171,1891.253,2,0,"[(1.14, -5), (1.01, -5), (0.89, 10), (0.93, -5)]",True,img1,img4
1892.141,1893.368,4,1,"[(1.05, 0), (0.97, 5), (0.97, -5), (0.92, 5)]",True,img2,img7
1894.56,1895.96,4,0,"[(0.89, 0), (0.96, 10), (0.97, 0), (0.96, 0)]",True,img1,img3
1896.861,1898.921,4,3,"[(1.14, 0), (1.04, 5), (1.13, -5), (1.15, -10)]",False,img1,img7
1900.871,1902.4,4,2,"[(0.82, -10), (0.83, 5), (1.19, -10), (0.89, 5)]",True,img6,img4
1903.009,1905.693,4,0,"[(1.1, -10), (0.98, -10), (1.13, -5), (1.11, 5)]",True,img9,img5
1906.382,1908.382,4,1,"[(1.16, 0), (0.89, 10), (0.95, 0), (1.09, -10)]",False,img4,img7
1909.974,1910.628,1,3,"[(0.89, -10), (0.85, 0), (1.15, -5), (1.09, 0)]",False,img1,img8
1912.18,1913.104,5,2,"[(1.17, 5), (1.16, -10), (1.0, 0), (1.14, 5)]",True,img3,img6
1913.92,1915.847,2,0,"[(0.97, -10), (1.14, 5), (0.83, 5), (1.12, 5)]",False,img9,img8
1917.41,1919.82,5,1,"[(1.05, 5), (1.09, 5), (0.81, -10), (0.82, -10)]",True,img5,img4
1920.723,1922.804,1,0,"[(0.88, 10), (0.85, 5), (1.15, 0), (1.07, 5)]",True,img7,img4
1923.54,1924.743,4,1,"[(0.96, 5), (0.95, 0), (1.18, -10), (0.8, 10)]",False,img5,img6
1926.658,1928.857,5,3,"[(1.04, 10), (0.92, 10), (0.98, -5), (1.1, 10)]",True,img5,img7
1929.437,1931.652,5,1,"[(1.13, -5), (1.05, 5), (0.86, 10), (1.09, -5)]",True,img4,img2
1932.229,1933.293,5,3,"[(0.81, 0), (0.89, 10), (0.8, 0), (0.92, -5)]",True,img9,img8
1935.736,1937.443,1,2,"[(0.82, -10), (0.81, -10), (0.84, 10), (1.07, 0)]",True,img10,img5
1938.011,1940.381,2,0,"[(0.91, 10), (1.16, 0), (0.96, 0), (0.82, 10)]",True,img2,img8
1941.481,1943.453,1,1,"[(0.96, 5), (1.04, -5), (1.0, -5), (0.84, 10)]",False,img2,img5
1945.031,1947.436,1,3,"[(0.88, 10), (0.87, -5), (0.83, -5), (1.11, 0)]",False,img9,img10
1952.071,1953.315,4,1,"[(0.99, 0), (0.99, -5), (1.04, 0), (1.14, 5)]",True,img4,img8
1954.591,1955.839,2,2,"[(1.08, -5), (1.19, 10), (0.85, 0), (1.04, 5)]",True,img3,img9
1956.395,1957.781,2,1,"[(0.87, 10), (1.0, 10), (1.19, 10), (0.93, 10)]",True,img2,img10
1958.667,1959.841,1,2,"[(1.14, 0), (1.14, 0), (0.98, -10), (0.9, 0)]",True,img1,img3
1960.56,1961.673,2,2,"[(0.93, -10), (0.82, -5), (1.17, -10), (1.07, 10)]",True,img1,img5
1962.247,1964.264,5,2,"[(0.84, 0), (0.88, 10), (0.86, -10), (0.97, -5)]",True,img10,img2
1965.15,1966.809,5,1,"[(0.91, -10), (1.04, 5), (0.86, -5), (0.83, 10)]",True,img6,img4
1967.368,1969.114,1,2,"[(0.95, -5), (1.14, -10), (1.11, 0), (1.05, 10)]",True,img10,img3
1969.697,1970.689,1,0,"[(1.18, 10), (1.15, -5), (0.96, 5), (1.19, -5)]",True,img1,img10
1971.64,1973.418,2,0,"[(0.95, 5), (1.02, 10), (0.97, -10), (1.04, 0)]",True,img7,img3
1974.712,1975.624,5,3,"[(0.93, -5), (1.03, 0), (0.95, -5), (0.8, 0)]",True,img7,img10
1976.177,1977.7,1,0,"[(1.13, 0), (1.01, -10), (1.12, -5), (0.9, -10)]",True,img4,img9
1978.624,1980.124,5,3,"[(1.19, -10), (0.84, 10), (0.99, 10), (1.14, -5)]",True,img5,img2
1983.199,1985.023,1,3,"[(0.95, -10), (1.13, -10), (1.0, 0), (0.91, 5)]",True,img10,img8
1985.667,1986.479,5,2,"[(1.1, -5), (1.06, -5), (0.84, 5), (1.02, 10)]",True,img6,img7
1987.046,1988.613,1,1,"[(0.92, 10), (1.02, 5), (0.97, -10), (0.97, -10)]",True,img8,img6
1994.086,1995.928,2,2,"[(0.92, 5), (1.03, 5), (0.91, 0), (1.12, 5)]",False,img6,img8
